CustomerID,Recency,Frequency,Monetary,Segment,PCA1,PCA2,SegmentLabel,GPR_Predicted_Monetary,GPR_Uncertainty
12346.0,325,1,77183.6,0,4.10755358369739,5.439993236315901,Churn Risk,2892.139093273511,3830.477043234181
12347.0,1,7,4310.0,0,0.743043929739806,-0.6707557125182538,Churn Risk,3324.11641941417,3846.654079922359
12348.0,74,4,1797.24,0,0.025229649381672513,-0.17467490673720387,Churn Risk,1555.0166658368348,3841.582311318027
12349.0,18,1,1757.55,0,-0.0274908018297632,-0.7346032008154799,Churn Risk,493.69270176875057,3789.4841153544944
12350.0,309,1,334.4,0,-1.2355926551807852,1.8346850586250087,Churn Risk,-104.81774291548982,3815.56025946718
12352.0,35,8,2506.04,0,0.5744479120671848,-0.4271836538142374,Churn Risk,3366.828658168377,3915.8928842415894
12353.0,203,1,89.0,0,-0.8492386842218462,0.8643992940851731,Churn Risk,421.5285945132416,3828.43842300663
12354.0,231,1,1079.4,0,-0.8862074546365422,1.1623799239549375,Churn Risk,251.54285294725787,3823.523684805489
12355.0,213,1,459.4,0,-0.8612684699517148,0.9715723049881612,Churn Risk,433.61484750883164,3815.390835674615
12356.0,22,3,2811.43,0,0.2068263527687542,-0.6166993240871665,Churn Risk,1087.3748171328964,3789.6674632619943
12357.0,32,1,6207.67,0,0.23213647794423736,-0.40752291797141654,Churn Risk,476.3179684212605,3789.9191807968127
12358.0,1,2,1168.06,0,0.0835052375551541,-0.8978625049517851,Churn Risk,7231.2937418567135,3824.7700777329123
12359.0,57,4,6310.03,0,0.40730097373729723,-0.12530370479198852,Churn Risk,1692.0978174001277,3831.4140432068234
12360.0,51,3,2662.06,0,0.0859008215385227,-0.36099312371462566,Churn Risk,1130.5741642217486,3818.713047457251
12361.0,286,1,189.9,0,-1.1581780712063228,1.6200422418937697,Churn Risk,192.7563018389601,3812.766294074109
12362.0,2,10,5226.23,0,1.066823644781104,-0.5690733249176687,Churn Risk,2805.1808389306607,3869.229498082939
12363.0,109,2,552.0,0,-0.3710422632583469,0.0517305144195846,Churn Risk,757.9803452659139,3858.159902233189
12364.0,7,4,1313.1,0,0.24629708044591983,-0.8027848938372398,Churn Risk,1503.2992497852224,3798.363095661687
12365.0,290,2,641.38,0,-1.0539411677758315,1.6936949992517238,Churn Risk,641.1628280534917,4210.850098853208
12367.0,3,1,168.9,0,-0.08209064082545074,-0.9418809378542182,Churn Risk,67.20067459124084,3816.697628676521
12370.0,50,4,3541.94,0,0.23930123212514906,-0.3132964761720783,Churn Risk,1501.1291513855858,3835.6733402531004
12371.0,44,2,1887.96,0,-0.02959991658139949,-0.4763216250817952,Churn Risk,704.0564424882787,3801.8165529308744
12372.0,71,3,1298.04,0,-0.08617059205355636,-0.2414271040969629,Churn Risk,1181.320180914799,3822.255477057445
12373.0,310,1,364.6,0,-1.2372766254776175,1.8450943546531315,Churn Risk,-98.88563342556517,3815.207920250387
12374.0,24,1,742.9300000000001,0,-0.12168519717937674,-0.7259951751512144,Churn Risk,139.1115655912663,3787.429429140081
12375.0,10,2,457.5,0,-0.0007304702387390634,-0.8484144917043243,Churn Risk,-238.4453347722765,3789.4397076524965
12377.0,314,2,1628.12,0,-1.075936722130199,1.955313256848648,Churn Risk,507.08517515997346,3965.0253089301705
12378.0,129,1,4008.62,0,-0.29184343707035376,0.3712447965937556,Churn Risk,471.941559342597,3818.923672846318
12379.0,81,2,852.24,0,-0.2433151363430068,-0.18813262225630842,Churn Risk,1003.1287693059792,3824.5351897497876
12380.0,21,4,2724.81,0,0.29226207021254247,-0.6125241520698443,Churn Risk,1361.373754562147,3797.193132783268
12381.0,4,5,1845.31,0,0.38286448242896054,-0.7888426006625081,Churn Risk,1805.4161028129165,3807.9597477387097
12383.0,184,5,1850.56,0,-0.3021428324447624,0.8402841213281862,Churn Risk,1530.8892719070823,4706.201831435552
12384.0,28,2,585.27,0,-0.0602832789336018,-0.6797719797192153,Churn Risk,497.3083158536331,3792.2201690940783
12386.0,337,2,401.9,0,-1.2497409224365301,2.1082325795996106,Churn Risk,421.662647289113,4318.413448339637
